<id_i97q0n_nyg_v4frmg>	<Attorney_General_of_Ireland>	<isPreferredMeaningOf>	"Attorney General of Ireland"@eng	
<id_1aoiov0_1ia_13k5p9>	<Mestolobes_perixantha>	rdfs:label	"Mestolobes perixantha"@eng	
	<Robert_Lee_Moore_(Georgia_politician)>	rdfs:label	"R. Lee Moore"@eng	
	<AS_SONABEL>	rdfs:label	"Association Sportive SONABEL"@eng	
<id_10rzetg_nyg_k6fc5f>	<Battle_of_the_Serre>	<isPreferredMeaningOf>	"Battle of the Serre"@eng	
<id_10wolwp_1sz_72uf2g>	<Simon_Dixon>	skos:prefLabel	"Simon Dixon"@eng	
<id_1u95hj8_1ia_1taig5h>	<Operation_I-Go>	rdfs:label	"Operation I-Go"@eng	
<id_qtgilo_1ia_pute29>	<Irakli_Toçi>	rdfs:label	"Irakli Toci"@eng	
	<Grönsö_Castle>	rdfs:label	"Gronso Castle"@eng	
<id_1t6ndjw_1sz_1rw476l>	<Jerome_Callet>	skos:prefLabel	"Jerome Callet"@eng	
<id_6sqtpr_1o4_1133o2k>	<Mathilde_Bauermeister>	<hasFamilyName>	"Bauermeister"@eng	
<id_1dtt7j3_15u_129mk7>	<Javier_Raya>	<hasGivenName>	"Javier"@eng	
<id_jhurij_nyg_1h54ju>	<Minnesota_Timberwolves_draft_history>	<isPreferredMeaningOf>	"Minnesota Timberwolves draft history"@eng	
	<U.S._state_dogs>	rdfs:label	"U.S state dogs"@eng	
<id_1618oww_1sz_14qpijl>	<Jay_Ranade>	skos:prefLabel	"Jay Ranade"@eng	
	<Dauphin_Island,_Alabama>	rdfs:label	"Dauphin"@eng	
<id_f1di87_1sz_152vjjc>	<Gen._James_Bintliff_House>	skos:prefLabel	"Gen. James Bintliff House"@eng	
	<wordnet_spice_tree_113111174>	<hasGloss>	"tree bearing aromatic bark or berries"@eng	
	<British_Sea_Power>	rdfs:label	"Scott Wilkinson (musician)"@eng	
	<Oradour-Fanais>	rdfs:label	"Oradour"@eng	
<id_1xkw1kg_nyg_tidk3z>	<Elia_Rigotto>	<isPreferredMeaningOf>	"Elia Rigotto"@eng	
<id_vd5zyf_1sz_1qbrkh2>	<Hong_Ok-Song>	skos:prefLabel	"Hong Ok-Song"@eng	
<id_y91mbx_1ia_mwz5l8>	<International_Schools'_Software_Competition>	rdfs:label	"International Schools' Software Competition"@eng	
<id_a5wdbp_nyg_a5wdbp>	<Respond>	<isPreferredMeaningOf>	"Respond"@eng	
<id_r3jahb_1sz_1rhn8uo>	<Gwydyr_Mansions>	skos:prefLabel	"Gwydyr Mansions"@eng	
	<Wings_of_Desire>	rdfs:label	"Heavens Over Berlin"@eng	
<id_1cmpdpm_1ia_1gzdjjc>	<Free_Democrats_(Italy)>	rdfs:label	"Free Democrats (Italy)"@eng	
<id_1b04rjg_1ia_1b04rjg>	<Al-`Ula>	rdfs:label	"Al-`Ula"@eng	
<id_mzbigg_1ia_1vuvyi7>	<Chris_de_Burgh_discography>	rdfs:label	"Chris de Burgh discography"@eng	
	<Ligustrum_ovalifolium>	rdfs:label	"Garden Privet"@eng	
<id_ubp7m4_15u_10krsj6>	<Billy_McCool>	<hasGivenName>	"Billy"@eng	
<id_1on5y3w_15u_10to51u>	<Rocco_Grimaldi>	<hasGivenName>	"Rocco"@eng	
<id_170i7r1_1o4_5bi2eb>	<Jo_Salter>	<hasFamilyName>	"Salter"@eng	
<id_g8ma40_1ia_1dzvfz>	<Cotation_Assistée_en_Continu>	rdfs:label	"Cotation Assistée en Continu"@eng	
<id_nlerto_1sz_g78dgb>	<Berryessa_Union_School_District>	skos:prefLabel	"Berryessa Union School District"@eng	
	<Turist_Ömer>	rdfs:label	"Turist Ömer yamyamlar arasinda"@eng	
<id_238685_1sz_x1tqqs>	<Travis_Baptist>	skos:prefLabel	"Travis Baptist"@eng	
<id_3kj0mm_1ia_zilp7l>	<Old_Alleynian_Football_Club>	rdfs:label	"OAs"	
	<Dan_Inosanto>	rdfs:label	"Inosanto Kali"@eng	
<id_mezmiq_1ia_1ju2rxe>	<The_Multiple_Choice>	rdfs:label	"The Multiple Choice"@eng	
<id_15xdfp3_1ia_e0wumv>	<Steamer_Tovarishch_Stalin>	rdfs:label	"Steamer Tovarishch Stalin"@eng	
<id_1rpgzzt_1o4_fwk39x>	<Lionel_Daunais>	<hasFamilyName>	"Daunais"@eng	
<id_z9x45p_1o4_7beh6t>	<Chris_Whelan>	<hasFamilyName>	"Whelan"@eng	
<id_f3qvl4_1ia_1fhutyh>	<Vittorio_Giannini>	rdfs:label	"Vittorio Giannini"@eng	
	<wordnet_conciliation_113971561>	skos:prefLabel	"conciliation"@eng	
	<wordnet_floret_111669786>	rdfs:label	"floret"@eng	
<id_bxvrlu_1sz_1cbzpz7>	<Kamoro_language>	skos:prefLabel	"Kamoro language"@eng	
<id_1492h2e_nyg_5m2dgn>	<Arthropod_defensin>	<isPreferredMeaningOf>	"Arthropod defensin"@eng	
<id_1am4qks_1ia_1dohlm8>	<Établissements_publics_à_caractère_industriel_et_commercial>	rdfs:label	"Établissements publics à caractère industriel et commercial"@eng	
	<Carlos_Cuéllar>	rdfs:label	"Carlos Javier Cuellar Jimenez"@eng	
<id_1jb2zq_nyg_1jb2zq>	<Kavadi>	<isPreferredMeaningOf>	"Kavadi"@eng	
